NDB_NO,SHRT_DESC,WATER_G,ENERG_KCAL,PROTEIN_G,LIPID_TOT_G,ASH_G,CARBOHYDRT_G,FIBER_TD_G,SUGAR_TOT_G,CALCIUM_MG,IRON_MG,MAGNESIUM_MG,PHOSPHORUS_MG,POTASSIUM_MG,SODIUM_MG,ZINC_MG,COPPER_MG,MANGANESE_MG,SELENIUM_ΜG,VIT_C_MG,THIAMIN_MG,RIBOFLAVIN_MG,NIACIN_MG,PANTO_ACID_MG,VIT_B6_MG,FOLATE_TOT_ΜG,FOLIC_ACID_ΜG,FOOD_FOLATE_ΜG,FOLATE_DFE_ΜG,CHOLINE_TOT__MG,VIT_B12_ΜG,VIT_A_IU,VIT_A_RAE,RETINOL_ΜG,ALPHA_CAROT_ΜG,BETA_CAROT_ΜG,BETA_CRYPT_ΜG,LYCOPENE_ΜG,LUT_ZEA__ΜG,VIT_E_MG,VIT_D_ΜG,VIT_D_IU,VIT_K_ΜG,FA_SAT_G,FA_MONO_G,FA_POLY_G,CHOLESTRL_MG,GMWT_1,GMWT_DESC1,GMWT_2,GMWT_DESC2,REFUSE_PCT
18973,focaccia,45.91,249,8.77,7.89,1.6,35.82,1.8,1.75,35,3.16,20,128,114,561,1.33,0.091,0.364,15.9,0,0.47,0.301,3.67,0.645,0.113,138,54,84,175,2.9,0,2,0,0,0,1,0,0,42,1.42,0,0,5.7,0.877,5.67,0.994,0,57,1 piece,,,0
05282,foie gras,37.04,462,11.4,43.84,3.05,4.67,0,,70,5.5,13,200,138,697,0.92,0.4,0.12,44,2,0.088,0.299,2.51,1.2,0.06,60,0,60,60,,9.4,3333,1001,1001,,,,,,,,,,14.45,25.61,0.84,150,13,1 tbsp,28.35,1 oz,0
25005,form bar,7.99,422,18.49,13.18,3.07,57.27,2.8,33.04,953,14.67,255,455,,418,9.55,,,,144.3,2.727,3.091,36.364,18.182,3.636,727,727,0,1236,,10.91,3182,,,,,,,,24.57,,,,4.794,,,3,55,1 bar,,,0
25004,formulate bar,12.9,396,24.29,13.12,3,47.24,2.5,32.86,965,,255,455,,462,9.55,,,,144.4,2.727,3.091,36.364,18.182,3.636,727,727,0,1236,,10.91,3637,,,,,,,,24.55,,,,4.728,,,4,55,1 bar,,,0
12140,formulated,2.5,622,13.82,57.7,2.3,23.68,5.2,,26,2.4,58,371,318,505,2.94,0.18,7.919,,0.1,0.3,0.3,1.5,0.31,0.394,142,0,142,142,,0,1,0,0,,,,,,,0,0,,8.701,23.545,22.714,0,28.35,1 oz,,,0
07022,frankfurter,54.47,315,11.69,28.1,2.76,2.97,0,1.17,14,1.12,11,134,364,865,2.01,0.044,0.029,10.3,0,0.032,0.151,2.218,0.258,0.127,0,0,0,0,31.9,0.96,11,3,3,0,0,0,0,0,0.5,0.9,36,1.8,11.46,13.552,1.098,58,49,1 hot dog,446,1 package,0
07945,frankfurter beef,53.5,322,11.69,29.36,2.79,2.66,0,1.27,11,1.22,9,139,252,852,2.17,0.047,0.017,10.8,,0.017,0.05,1.827,,0.193,10,0,10,10,50.8,1.44,0,0,0,0,0,0,0,0,0.2,1,38,1.8,11.593,12.722,0.808,58,48,1 frankfurter,451,1 package,0
07949,frankfurter meat,57.82,278,9.77,24.31,3.19,4.9,0,,99,1.22,15,211,141,1013,1.08,0.151,0.051,12.5,0,0.055,0.12,2.654,0.309,0.165,6,0,6,6,,1.57,0,0,0,,,,,,0.18,,,,7.22,10.743,3.963,73,52,"1 serving, (1 hot dog)",,,0
18268,french toast,52.6,213,7.4,6.1,1.8,32.1,1.1,,107,2.21,17,139,134,495,0.77,0.084,0.245,16.7,0.3,0.277,0.381,2.722,0.94,0.496,52,28,24,72,,1.68,187,54,53,,,,,,,,,,1.533,2.04,1.227,82,28.35,1 oz,59,1 piece,0
16513,fried chicken,71.1,160,13.4,10.3,1.8,3.4,1.5,0.1,33,2,,,154,401,0.7,,,,0,0.2,0.2,2.2,,0.2,,,,,,2,0,0,,,,,,,,,,,1.4,2.4,5.5,1,90,2 pieces,,,0
16529,fried patties,56.8,209,23.7,9.1,2.4,8,2.8,1.4,97,2.8,,187,185,517,1.2,,,,0,2.8,0.3,4.7,,0.9,,,,,,1.9,0,0,,,,,,,,,,,1.4,2.2,5.2,2,64,1 patty,,,0
80200,frog legs,81.9,73,16.4,0.3,1.4,0,0,0,18,1.5,20,147,285,58,1,0.25,,14.1,0,0.14,0.25,1.2,,0.12,15,0,15,15,65,0.4,50,15,15,0,0,0,0,0,1,0.2,8,0.1,0.076,0.053,0.102,50,45,1 leg,,,0
19409,frosting,18.27,359,1.42,7.17,0.82,72.18,1.1,64.3,32,0.6,20,48,130,132,0.37,0.136,0.14,1.6,0.1,0.018,0.066,0.111,0.081,0.011,2,0,2,2,,0.09,249,69,68,0,13,0,0,1,0.19,,,0.7,4.483,1.894,0.294,18,33,2 tablespoon,,,0
19293,frozen yogurt,65.3,159,4,5.6,0.9,24.2,0,24,143,0.3,14,129,211,87,0.42,0.04,0.012,3.3,0.8,0.037,0.224,0.287,0.645,0.08,6,0,6,6,20.2,0.29,212,59,58,0,11,0,0,0,0.11,0.1,4,0.3,3.42,1.59,0.21,2,72,.5 cup,,,0
19294,fruit butter,56.45,173,0.39,0.3,0.39,42.47,1.5,35.3,14,0.31,4,8,91,15,0.06,0.08,0.315,0.4,0.6,0.009,0.019,0.076,0.049,0.037,1,0,1,1,2.1,0,22,1,0,0,9,9,0,17,0.05,0,0,0.9,0.053,0.016,0.084,0,17,1 tbsp,17,1 serving,0
09096,fruit cocktail,90.76,32,0.42,0.05,0.26,8.51,1,7.51,5,0.25,7,11,94,4,0.09,0.071,0.15,0.5,2.1,0.016,0.011,0.363,0.062,0.052,3,0,3,3,3.7,0,250,13,0,0,126,48,0,75,0.4,0,0,2.6,0.006,0.009,0.02,0,237,1 cup,,,0
09507,fruit juice smoothie,83.46,63,0.42,0,1.12,15,0,12.5,8,0.15,,,142,4,,,,,2.5,,,,,,,,,,,,2083,,,,,,,,,,,,0,,,0,240,8 fl oz,,,0
19013,fruit leather,12.3,359,1,2.68,1.2,82.82,0,57.58,18,0.75,14,24,164,403,0.19,0.171,0.184,2.7,56,0.043,0.1,0.1,0.319,0.3,4,0,4,4,12.9,0,58,6,0,1,34,0,0,51,0.56,0,0,18.2,0.65,1.48,0.55,0,28.35,1 oz,27,1 package,0
09102,fruit salad,91.5,30,0.35,0.07,0.22,7.87,1,,7,0.3,5,9,78,3,0.08,0.067,0.151,,1.9,0.015,0.021,0.374,0.053,0.032,3,0,3,3,,0,440,22,0,,,,,,,0,0,,0.009,0.013,0.028,0,245,1 cup,,,0
19018,fruit syrup,14.74,341,0,0,0.13,85.13,0.1,53,8,0.04,1,0,7,0,0.26,0.018,0.061,0.8,1.6,0.033,0.012,0.012,0.01,0.001,0,0,0,0,0.2,0,2,0,0,0,1,0,0,1,0.01,0,0,0.1,0,0,0,0,334,1 cup,84,.25 cup,0
35142,frybread,31.57,330,6.69,12.22,1.25,48.26,,2.03,57,4.04,18,123,77,329,0.35,0.091,0.297,18.6,,0.43,0.217,4.603,0.164,0.038,122,105,17,196,,0,,,,,,,,,0,,,0.8,4.621,4.411,1.055,7,152,1 piece,,,0
11988,fungi,14.8,284,9.25,0.73,2.21,73.01,70.1,,159,5.88,83,184,754,35,1.32,0.183,1.951,43.4,0,0.015,0.844,6.267,0.481,0.112,38,0,38,38,,0,0,0,0,,,,,,,0,0,,,,,0,28,1 cup,4.5,1 piece,0
17144,game meat,74.08,114,22.38,2.03,1.1,0,0,,3,3.19,27,188,353,51,1.28,0.18,0.02,9.7,0,0.32,0.58,,,,,,,,,,0,0,0,,,,,,,,,,0.74,0.48,0.44,95,28.35,1 oz,453.6,1 lb,0
17330,game meat bison,64.25,223,18.67,15.93,0.88,0,0,0,11,2.6,19,181,307,66,4.29,0.131,0.009,18.7,0,0.13,0.227,4.91,0.64,0.353,11,0,11,11,,1.79,0,0,0,0,0,0,0,0,0.24,,,,6.802,6.222,0.749,70,85,"1 serving, ( 3 oz )",113,1 patty,0
11215,garlic,58.58,149,6.36,0.5,1.5,33.06,2.1,1,181,1.7,25,153,401,17,1.16,0.299,1.672,14.2,31.2,0.2,0.11,0.7,0.596,1.235,3,0,3,3,23.2,0,9,0,0,0,5,0,0,16,0.08,0,0,1.7,0.089,0.011,0.249,0,136,1 cup,2.8,1 tsp,13
18963,garlic bread,31.78,350,8.36,16.61,1.54,41.72,2.5,3.69,27,3.05,23,87,103,544,0.87,0.108,0.441,16.6,0.2,0.462,0.184,4.142,0.66,0.083,186,50,136,221,8.5,0.08,44,13,13,0,0,0,0,25,1.18,0.2,9,29.5,5.281,4.669,5.437,0,43,"1 slice, presliced",59,1 slice,0
02020,garlic powder,6.45,331,16.55,0.73,3.54,72.73,9,2.43,79,5.65,77,414,1193,60,2.99,0.533,0.979,23.9,1.2,0.435,0.141,0.796,0.743,1.654,47,0,47,47,67.5,0,0,0,0,0,0,0,0,0,0.67,0,0,0.4,0.249,0.115,0.178,0,3.1,1 tsp,9.7,1 tbsp,0
15030,gefiltefish,80.35,84,9.07,1.73,1.44,7.41,0,,23,2.48,9,73,91,524,0.82,0.195,0.073,10.5,0.8,0.065,0.059,1,0.2,0.08,3,0,3,3,,0.84,89,27,27,,,,,,,,,,0.412,0.824,0.285,30,42,1 piece,,,0
19177,gelatins,13,335,85.6,0.1,1.3,0,0,0,55,1.11,22,39,16,196,0.14,2.161,0.105,39.5,0,0.025,0.23,0.085,0.125,0.007,30,0,30,30,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.06,0.01,0,7,"1 envelope, (1 tbsp)",28,"1 package, (1 oz)",0
18642,general mills,4.2,413,3.8,8.1,2.6,81.3,,43.9,161,,,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,,,43,1 serving,,,0
02021,ginger,9.94,335,8.98,4.24,5.22,71.62,14.1,3.39,114,19.8,214,168,1320,27,3.64,0.48,33.3,55.8,0.7,0.046,0.17,9.62,0.477,0.626,13,0,13,13,41.2,0,30,2,0,0,18,0,0,0,0,0,0,0.8,2.599,0.479,0.929,0,1.8,1 tsp,5.2,1 tbsp,0
11216,ginger root,78.89,80,1.82,0.75,0.77,17.77,2,1.7,16,0.6,43,34,415,13,0.34,0.226,0.229,0.7,5,0.025,0.034,0.75,0.203,0.16,11,0,11,11,28.8,0,0,0,0,0,0,0,0,0,0.26,0,0,0.1,0.203,0.154,0.154,0,2,1 tsp,24,".25 cup, slices (1"" dia)",7
12127,ginkgo nuts,55.2,182,4.32,1.68,1.2,37.6,,,2,1,27,124,510,7,0.34,0.274,0.113,,15,0.22,0.09,6,0.16,0.328,54,0,54,54,,0,558,28,0,,,,,,,0,0,,0.319,0.619,0.618,0,28.35,1 oz,,,24
28029,girl scouts,2.5,520,5.1,27.1,,64.8,1.3,29.6,,2.3,11,58,62,225,0.4,,,,,0.37,0.25,2.8,,0.02,72,,,,,,,,,,,,,,,,,,11.2,5.6,8.6,0,30,4 cookies,,,0
28356,glutino,2.84,474,2.19,17.89,1.06,76.03,2.5,49,19,2.81,40,70,157,275,0.66,0.261,0.515,0,,0.05,0.076,0.39,0.15,0,0,,0,,,,,,,,,,,,,,,,7.905,6.142,1.807,,44,3 cookies,,,0
17168,goat,75.84,109,20.6,2.31,1.11,0,0,,13,2.83,,180,385,82,4,0.256,0.038,8.8,0,0.11,0.49,3.75,,,5,0,5,5,,1.13,0,0,0,,,,,,,,,,0.71,1.03,0.17,57,28.35,1 oz,453.6,1 lb,0
09110,goji berries,7.5,349,14.26,0.39,0.78,77.06,13,45.61,190,6.8,,,,298,,,,,48.4,,,,,,,,,,,,26822,,,,,,,,,,,,0,,,0,28,5 tbsp,,,
05146,goose,49.66,371,15.86,33.62,0.87,0,0,,12,2.5,18,234,308,73,1.72,0.27,0.02,14.4,4.2,0.085,0.245,3.608,1.294,0.39,4,0,4,4,,0.34,55,17,17,,,,,,,,,,9.78,17.77,3.76,80,85,3 oz,320,"1 unit, (yield from 1 lb ready-to-cook goose)",19
09107,gooseberries,87.87,44,0.88,0.58,0.49,10.18,4.3,,25,0.31,10,27,198,1,0.12,0.07,0.144,0.6,27.7,0.04,0.03,0.3,0.286,0.08,6,0,6,6,,0,290,15,0,,,,,,0.37,,,,0.038,0.051,0.317,0,150,1 cup,,,0
11218,gourd,95.54,14,0.62,0.02,0.43,3.39,0.5,,26,0.2,11,13,150,2,0.7,0.026,0.066,0.2,10.1,0.029,0.022,0.32,0.152,0.04,6,0,6,6,,0,16,,0,,,,,,,0,0,,0.002,0.004,0.009,0,58,".5 cup, (1"" pieces)",771,1 gourd,30
42139,granola bar,3.2,536,9.6,31.2,1.9,54.1,3.8,23.63,108,1.45,67,227,339,193,1.47,0.323,,15.7,0.6,0.1,0.21,3.29,,0.11,25,0,25,25,24.7,0.46,26,8,8,0,0,0,0,32,4.59,0,0,5.7,17.065,6.561,1.906,12,28.35,1 oz,,,0
09130,grape juice,84.51,60,0.37,0.13,0.22,14.77,0.2,14.2,11,0.25,10,14,104,5,0.07,0.018,0.239,0,25,0.017,0.015,0.133,0.048,0.032,0,0,0,0,3.2,0,8,0,0,0,5,0,0,57,0,0,0,0.4,0.025,0.003,0.022,0,253,1 cup,31.6,1 fl oz,0
11974,grape leaves,73.32,93,5.6,2.12,1.65,17.31,11,6.3,363,2.63,95,91,272,9,0.67,0.415,2.855,0.9,11.1,0.04,0.354,2.362,0.231,0.4,83,0,83,83,12.8,0,27521,1376,0,629,16194,9,0,1747,2,0,0,108.6,0.336,0.081,1.065,0,14,1 cup,3,1 leaf,5
09111,grapefruit,90.89,32,0.63,0.1,0.31,8.08,1.1,6.98,12,0.09,8,8,139,0,0.07,0.047,0.012,0.3,34.4,0.036,0.02,0.25,0.283,0.042,10,0,10,10,7.7,0,927,46,0,4,552,6,1135,6,0.13,0,0,0,0.014,0.013,0.024,0,230,"1 cup, sections with juice",166,".5 large, (approx 4-1/2"" dia)",50
09123,grapefruit juice,91.2,34,0.58,0.1,0.19,7.93,0.8,7.2,14,0.11,8,15,129,3,0.08,0.031,0.015,0.1,28.3,0.042,0.02,0.231,0.13,0.02,10,0,10,10,7.7,0,35,2,0,2,20,1,0,10,0.04,0,0,0,0.009,0.01,0.018,0,247,1 cup,30.9,1 fl oz,0
09404,grapefruit juice,90,39,0.5,0.1,0.2,9.2,,,9,0.2,12,15,162,1,0.05,0.033,0.02,,38,0.04,0.02,0.2,0.189,0.044,10,0,10,10,,0,440,22,0,,,,,,,0,0,,0.014,0.013,0.024,0,247,1 cup,196,"1 fruit, yields",0
09129,grapes,84.29,57,0.81,0.47,0.5,13.93,3.9,,37,0.26,14,24,203,1,0.11,0.119,1.973,,6.5,,1.5,,,,2,,2,,,,67,3,,1,39,1,0,64,,,,,,,,,6,1 grape,,,4
06114,gravy,94.5,16,1.2,0.2,1.6,2.5,0,,4,0.6,2,30,81,478,1,0.1,0.2,0.4,1,0.02,0.06,0.9,0.02,0.01,2,0,2,2,,0.1,0,0,0,,,,,,,,,,0.1,0.08,0.01,0,59,.25 cup,298,1 can,0
21461,grilled chicken,52.52,220,17.19,8.05,2.38,19.87,1.2,4.68,95,1.37,32,215,226,630,1.34,0.089,,24.8,4.4,0.172,0.186,5.575,0.826,0.296,31,6,25,36,47.8,0.47,359,35,21,9,169,0,240,73,0.61,0.1,5,8.7,3.109,2.949,1.88,46,268,1 swich,,,0
05305,ground turkey,72.36,148,19.66,7.66,1,0,0,0,19,1.09,23,200,237,58,2.35,0.096,0.008,21.9,0,0.066,0.156,6.733,0.993,0.564,7,0,7,7,50.8,1,66,20,20,0,0,0,0,0,0.09,0.4,14,0,2.024,2.635,2.205,69,453.6,1 lb,114,"1 patty, 4 oz",0
09138,groundcherries,85.4,53,1.9,0.7,0.8,11.2,,,9,1,,40,,,,,,,11,0.11,0.04,2.8,,,,,,,,0,720,36,0,,,,,,,,,,,,,0,140,1 cup,,,6
15031,grouper,79.22,92,19.38,1.02,1.17,0,0,,27,0.89,31,162,483,53,0.48,0.02,0.014,36.5,0,0.07,0.005,0.313,0.75,0.3,9,0,9,9,,0.6,143,43,43,,,,,,,,,,0.233,0.202,0.321,37,85,3 oz,259,1 fillet,0
09434,guanabana nectar,84.72,59,0.11,0.17,0.08,14.93,0.1,13.07,7,0.36,3,2,25,8,0.02,0.01,0.01,0.4,11.1,0.003,0.011,0.12,0.07,0.007,6,0,6,6,2.2,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.029,0.051,0.039,0,251,1 cup,,,0
09435,guava nectar,83.51,63,0.09,0.06,0.09,16.25,1,12.95,8,0.38,2,2,39,6,0.03,0.017,0.058,,21.1,0.003,0.003,0.17,0.08,0.01,3,0,3,3,1.1,,106,,,,,,35,0,0.05,,,1,0.02,0.02,0.01,0,251,1 cup,,,0
09143,guava sauce,89.56,36,0.32,0.14,0.5,9.48,3.6,5.88,7,0.18,7,11,225,4,0.17,0.077,0.108,0.5,146.4,0.026,0.013,0.42,,0.09,5,0,5,5,4.1,0,283,14,0,0,170,0,3909,0,0.55,0,0,1.9,0.04,0.013,0.059,0,238,1 cup,,,0
09139,guava,80.8,68,2.55,0.95,1.39,14.32,5.4,8.92,18,0.26,22,40,417,2,0.23,0.23,0.15,0.6,228.3,0.067,0.04,1.084,0.451,0.11,49,0,49,49,7.6,0,624,31,0,0,374,0,5204,0,0.73,0,0,2.6,0.272,0.087,0.401,0,165,1 cup,55,"1 fruit, without refuse",22
09139,guavas,80.8,68,2.55,0.95,1.39,14.32,5.4,8.92,18,0.26,22,40,417,2,0.23,0.23,0.15,0.6,228.3,0.067,0.04,1.084,0.451,0.11,49,0,49,49,7.6,0,624,31,0,0,374,0,5204,0,0.73,0,0,2.6,0.272,0.087,0.401,0,165,1 cup,55,"1 fruit, without refuse",22
05151,guinea hen,68.9,158,23.4,6.45,1.25,0,0,,11,0.84,22,153,193,67,1.13,0.043,0.018,16.3,1.3,0.059,0.102,7.667,0.879,0.38,5,0,5,5,,0.34,92,28,28,,,,,,,,,,1.77,2.43,1.41,74,85,3 oz,359,"1 unit, (yield from 1 lb ready-to-cook guinea)",17
19163,gum,2.6,360,0,0.3,0.4,96.7,2.4,66.08,0,0,0,0,2,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.079,0.137,0,3,1 stick,16,10 Chiclets,0
42281,gums,15,332,4.6,0.5,2.6,77.3,77.3,0,294,0,0,0,0,125,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.22,0.07,0,28.35,1 oz,,,0
15033,haddock,83.38,74,16.32,0.45,1.28,0,0,0,11,0.17,21,227,286,213,0.32,0.021,0.011,25.9,0,0.02,0.057,3.363,0.403,0.281,12,0,12,12,65,1.83,57,17,17,0,0,0,0,0,0.45,0.5,18,0.1,0.091,0.061,0.166,54,85,3 oz,193,1 fillet,0
15036,halibut,80.34,91,18.56,1.33,1.29,0,0,0,7,0.16,23,236,435,68,0.36,0.023,0.011,45.6,0,0.05,0.03,6.513,0.343,0.548,12,0,12,12,61.8,1.1,67,20,20,0,0,0,0,0,0.61,4.7,190,0,0.292,0.471,0.29,49,85,3 oz,204,.5 fillet,0
07026,ham,60.77,239,16.06,18.83,4.08,0.26,0,0,7,0.95,13,139,284,1280,1.83,0.05,0.025,18.6,2,0.535,0.165,3.2,0.28,0.32,1,0,1,1,64.4,0.7,0,0,0,0,0,0,0,0,0.25,0.6,24,0,6.291,9.161,2.06,49,28.35,1 oz,21,"1 slice, (4-1/4"" x 4-1/4"" x 1/16"")",0
07032,ham cheese loaf,60.3,241,13.6,18.7,3.4,4,0,0,58,0.91,16,253,294,1000,2,0.08,,34.6,0,0.601,0.187,3.452,0.52,0.26,3,0,3,3,66.3,0.81,0,0,0,0,0,0,0,0,0.27,1.1,44,0,6.966,8.59,2.022,58,28,"1 slice, (1 oz) (4"" x 4"" x 3/32"" thick)",57,2 slices,0
07033,ham cheese spread,59.13,245,16.18,18.53,3.9,2.28,0,,217,0.76,18,495,162,1197,2.25,0.09,0.036,33.6,0,0.318,0.22,2.153,0.59,0.13,3,0,3,3,,0.73,304,91,91,,,,,,,,,,8.62,7.08,1.38,61,15,1 tbsp,28.35,1 oz,0
07031,ham salad spread,62.6,216,8.68,15.53,2.55,10.64,0,0,8,0.59,10,120,150,1075,1.1,0.07,0.013,17.8,0,0.435,0.12,2.095,0.31,0.15,1,0,1,1,69,0.76,0,0,0,0,0,0,0,0,1.74,0.7,26,0,5.049,7.171,2.689,37,15,1 tbsp,28.35,1 oz,0
35233,hazelnuts,5.92,628,14.89,52.99,3.22,22.98,9.8,,441,3.12,235,411,738,2,2.06,1.2,7.6,,,0.48,0.16,3.19,,0.55,,,,,,,,,,,,,,,,,,,,,,,0.4,1 nut,28.35,1 oz,0
12120,hazelnuts or filberts,5.31,628,14.95,60.75,2.29,16.7,9.7,4.34,114,4.7,163,290,680,0,2.45,1.725,6.175,2.4,6.3,0.643,0.113,1.8,0.918,0.563,113,0,113,113,45.6,0,20,1,0,3,11,0,0,92,15.03,0,0,14.2,4.464,45.652,7.92,0,115,"1 cup, chopped",75,"1 cup, ground",59
07034,headcheese,73.84,157,13.83,10.9,2.08,0,0,0,16,1.5,9,56,31,941,0.97,0.122,,0.1,0,0.023,0.115,0.44,,0.19,2,0,2,2,104.1,1.05,0,0,0,0,0,0,0,0,0.25,0.9,37,3.4,3.402,5.601,1.134,69,28,"1 slice, (1 oz) (4"" x 4"" x 3/32"" thick)",45,45 g,0
06987,healthy request,86.5,56,0.81,1.61,1.4,9.68,0.8,1.61,81,0,,,484,331,,,,,0,,,,,,,,,,,,161,,,,,,,,,,,,0.403,0.403,0.806,4,124,"1 serving, 1/2 cup",,,0
27008,healthy request microwavable bowl,86.8,53,2.86,1.22,1.75,7.35,0.8,1.63,16,0.29,,,249,167,,,,,2.4,,,,,,,,,,,,306,,,,,,,,,,,,0.408,0.612,0.204,4,245,1 cup,,,0
06986,healthy soup,88.19,47,2.4,1.3,1.6,6.51,1,0.89,12,0.69,5,25,350,334,0.2,,,,0.3,,,,,,,,,,,,346,,,,,,,,,,,,0.4,0.6,0.3,10,126,".5 cup, condensed",,,0
11961,hearts of palm,90.2,28,2.52,0.62,2.04,4.62,2.4,,58,3.13,38,65,177,426,1.15,0.133,1.394,0.7,7.9,0.011,0.057,0.437,0.126,0.022,39,0,39,39,,0,0,0,0,,,,,,,0,0,,0.13,0.103,0.202,0,146,1 cup,33,1 piece,0
18640,heinz,47.3,241,4.4,6.9,1.3,40.3,2.1,16.8,48,0.7,,,,300,,,,,0,,,,,,,,,,,,75,,,,,,,,,,,,1.4,2,2.9,47,59,"1 eclair, frozen",,,0
15039,herring,72.05,158,17.96,9.04,1.46,0,0,0,57,1.1,32,236,327,90,0.99,0.092,0.035,36.5,0.7,0.092,0.233,3.217,0.645,0.302,10,0,10,10,65,13.67,93,28,28,0,0,0,0,0,1.07,4.2,167,0.1,2.04,3.736,2.133,60,28.35,"1 oz, boneless",184,1 fillet,0
12130,hickorynuts,2.65,657,12.72,64.37,2,18.25,6.4,,61,2.12,173,336,436,1,4.31,0.738,4.61,8.1,2,0.867,0.131,0.907,1.746,0.192,40,0,40,40,,0,131,7,0,,,,,,,0,0,,7.038,32.611,21.886,0,120,1 cup,28.35,1 oz,68
20030,hominy,82.53,72,1.48,0.88,0.86,14.26,2.5,1.82,10,0.62,16,35,9,345,1.05,0.03,0.07,3,0,0.003,0.006,0.033,0.154,0.005,1,0,1,1,3.1,0,1,0,0,0,0,0,0,30,0.05,0,0,0.2,0.123,0.231,0.399,0,165,1 cup,,,0
19296,honey,17.1,304,0.3,0,0.2,82.4,0.2,82.12,6,0.42,2,4,52,4,0.22,0.036,0.08,0.8,0.5,0,0.038,0.121,0.068,0.024,2,0,2,2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,1 cup,21,1 tbsp,0
07088,honey roll sausage,64.78,182,18.58,10.5,3.98,2.18,0,,9,2.2,16,137,291,1322,3.25,0.1,0.037,15.6,0,0.08,0.182,4.165,0.49,0.27,4,0,4,4,,2.35,0,0,0,,,,,,,1,40,,4.08,4.82,0.49,50,23,"1 slice, (4"" dia x 1/8"" thick)",28.35,1 oz,0
07938,honey smoked ham,69.94,122,17.93,2.37,2.49,7.27,0,0,6,0.39,8,384,165,900,0.91,0.041,0.028,10.4,0.6,0.402,0.101,2.276,0.238,0.231,2,0,2,2,,0.38,0,0,0,0,0,0,0,0,,,,,0.87,1.24,0.23,22,55,"1.94 oz, (1 serving)",,,0
10851,hormel,74.25,106,18.43,3.59,3.52,0.21,,0,4,0.8,20,,319,1038,2,0.1,,,1.6,,,,,,,,,,,,0,,,,,,,,,,,,1.17,1.75,0.37,51,84,1 serving,,,0
09451,horned melon ,88.97,44,1.78,1.26,0.44,7.56,,,13,1.13,40,37,123,2,0.48,0.02,0.039,,5.3,0.025,0.015,0.565,0.183,0.063,3,0,3,3,,,147,7,,,88,,,,,,,,,,,,233,1 cup,209,"1 fruit, (4-2/3"" long x 2-3/4"" dia)",36
02055,horseradish,85.08,48,1.18,0.69,1.76,11.29,3.3,7.99,56,0.42,27,31,246,420,0.83,0.058,0.126,2.8,24.9,0.008,0.024,0.386,0.093,0.073,57,0,57,57,6.5,0,2,0,0,0,1,0,0,10,0.01,0,0,1.3,0.09,0.13,0.339,0,5,1 tsp,15,1 tbsp,0
22535,hot pockets,50,235,8.9,8.6,2.1,30.4,1.1,7.6,152,2.97,18,168,188,346,0.95,0.113,,11.6,4.9,0.417,0.273,3.425,,0.095,54,43,11,84,29.1,0.35,265,58,54,0,50,0,0,115,0.29,0.2,10,0.8,2.62,3.42,1.3,29,127,"1 serving, (1 hot pocket)",,,0
22537,hot pockets ham cheese stuffed swich,48.96,241,9.16,9.14,2.2,30.55,1.5,7.6,152,2,18,168,188,504,0.95,0.113,0.27,11.6,0.1,0.417,0.273,3.425,0.85,0.095,54,43,11,84,29.1,0.35,0,0,0,0,0,0,0,115,0.29,0.2,10,0.8,3.545,2.547,1.936,23,127,"1 serving, (1 hot pocket)",256,"1 package, yields",0
35043,huckleberries,90.7,37,0.4,0.1,0.1,8.7,,,15,0.3,,,,10,,,,,2.8,0.01,0.03,0.3,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,0
16137,hummus,64.87,177,4.86,8.59,1.56,20.12,4,0.27,49,1.56,29,110,173,242,1.09,0.224,0.567,2.4,7.9,0.089,0.052,0.399,0.287,0.399,59,0,59,59,27.8,0,5,0,0,0,2,2,0,1,0.75,0,0,3,1.141,4.865,2.109,0,15,1 tablespoon,246,1 cup,0
32034,hungry man,75.17,136,7.96,8.53,1.38,6.96,1.3,0.18,29,1.02,19,106,195,379,1.12,0.078,0.203,8.1,,0.076,0.13,1.445,0.22,0.113,,,,,,0.77,,,,,,,,,0.1,,,,3.426,3.933,0.533,26,64,1 patty,,,0
18270,hush puppies,29,337,7.7,13.5,3.9,46,2.8,2.03,278,3.04,24,189,144,668,0.66,0.066,0.22,15.8,0.2,0.352,0.332,2.782,0.357,0.102,89,69,20,137,32.7,0.19,186,41,38,17,27,1,0,401,1.26,0,0,23.6,2.108,3.263,7.219,45,28.35,1 oz,152,1 cup,0
11224,hyacinth beans,87.87,46,2.1,0.2,0.64,9.19,3.3,4.08,50,0.74,40,49,252,2,0.37,0.047,0.205,1.5,12.9,0.077,0.092,0.52,0.055,0.024,62,0,62,62,19.1,0,864,43,0,87,475,0,0,802,0.51,0,0,18.1,0.088,0.095,0.008,0,80,1 cup,,,7
